population,run,group,year,contact_type,age_category,cost_location,engage_tier,cost_attributed,total_cost,members,employees,visits,members_clm,hierarchy,pmpy_cost,pmpy_cost_clm,avg_risk,pmpy_cost_risk,pmpy_cost_clm_risk
Total,run3,Engaged,2018,Tier,36-50,Inpatient,High,Employee,940206.12,1080,1012,49,41,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Maternity,High,Employee,46921.27,1080,1012,88,17,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Medical,High,Employee,3839120.24,1080,1012,6233,807,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Office Visit,High,Employee,82591.12,1080,1012,427,338,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Outpatient,High,Employee,1535008.16,1080,1012,1179,359,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Pharmacy,High,Employee,1252784.93,1080,1012,6496,780,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Professional,High,Employee,1363905.96,1080,1012,5412,783,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,36-50,Total,High,Employee,5091905.17,1080,1012,,,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,ER,High,Employee,411697.95,1415,1317,233,152,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Inpatient,High,Employee,2219702.73,1415,1317,77,56,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Medical,High,Employee,7962092.26,1415,1317,11840,1182,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Office Visit,High,Employee,118714.32,1415,1317,676,516,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Outpatient,High,Employee,3345876.53,1415,1317,2694,652,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Pharmacy,High,Employee,2964767.27,1415,1317,13524,1140,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Professional,High,Employee,2396513,1415,1317,9863,1162,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,51-65,Total,High,Employee,10926859.53,1415,1317,,,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,ER,High,Employee,19351.64,98,87,16,11,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Inpatient,High,Employee,248744.39,98,87,9,5,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Medical,High,Employee,977596.67,98,87,1162,81,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Office Visit,High,Employee,8370.87,98,87,38,30,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Outpatient,High,Employee,546792.72,98,87,455,55,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Pharmacy,High,Employee,236744.35,98,87,1268,77,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Professional,High,Employee,182059.56,98,87,827,81,,,,1.469664123,,
Total,run3,Engaged,2018,Tier,>65,Total,High,Employee,1214341.02,98,87,,,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,ER,,Employee,190229.2,547,484,85,54,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Inpatient,,Employee,313866.25,547,484,26,25,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Maternity,,Employee,64141.98,547,484,88,34,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Medical,,Employee,1455641.45,547,484,2294,366,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Office Visit,,Employee,32767.61,547,484,177,142,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Outpatient,,Employee,598052.85,547,484,427,160,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Pharmacy,,Employee,168903.26,547,484,1721,329,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Professional,,Employee,543722.35,547,484,1998,353,,,,1.469664123,,
Total,run3,Engaged,2018,Total,18-35,Total,,Employee,1624544.71,547,484,,,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,ER,,Employee,309667.4,1080,1012,165,107,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Inpatient,,Employee,940206.12,1080,1012,49,41,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Maternity,,Employee,46921.27,1080,1012,88,17,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Medical,,Employee,3839120.24,1080,1012,6233,807,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Office Visit,,Employee,82591.12,1080,1012,427,338,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Outpatient,,Employee,1535008.16,1080,1012,1179,359,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Pharmacy,,Employee,1252784.93,1080,1012,6496,780,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Professional,,Employee,1363905.96,1080,1012,5412,783,,,,1.469664123,,
Total,run3,Engaged,2018,Total,36-50,Total,,Employee,5091905.17,1080,1012,,,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,ER,,Employee,411697.95,1414,1316,233,152,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Inpatient,,Employee,2219702.73,1414,1316,77,56,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Medical,,Employee,7959603.73,1414,1316,11830,1181,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Office Visit,,Employee,118582.45,1414,1316,675,515,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Outpatient,,Employee,3345571.38,1414,1316,2693,651,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Pharmacy,,Employee,2964140.01,1414,1316,13521,1139,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Professional,,Employee,2394329.62,1414,1316,9854,1161,,,,1.469664123,,
Total,run3,Engaged,2018,Total,51-65,Total,,Employee,10923743.74,1414,1316,,,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,ER,,Employee,19351.64,98,87,16,11,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Inpatient,,Employee,248744.39,98,87,9,5,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Medical,,Employee,977596.67,98,87,1162,81,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Office Visit,,Employee,8370.87,98,87,38,30,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Outpatient,,Employee,546792.72,98,87,455,55,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Pharmacy,,Employee,236744.35,98,87,1268,77,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Professional,,Employee,182059.56,98,87,827,81,,,,1.469664123,,
Total,run3,Engaged,2018,Total,>65,Total,,Employee,1214341.02,98,87,,,,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,ER,,Employee,202819.08,98,87,97,65,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Inpatient,,Employee,313866.25,98,87,26,25,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Maternity,,Employee,89851.27,98,87,129,43,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Medical,,Employee,1455641.45,98,87,2294,366,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Office Visit,,Employee,36413.36,98,87,201,163,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Outpatient,,Employee,598052.85,98,87,427,160,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Pharmacy,,Employee,168903.26,98,87,1721,329,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Professional,,Employee,543722.35,98,87,1998,353,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,18-35,Total,,Employee,1624544.71,98,87,,,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,ER,,Employee,324310.52,98,87,178,115,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Inpatient,,Employee,940206.12,98,87,49,41,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Maternity,,Employee,63904.07,98,87,107,20,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Medical,,Employee,3839120.24,98,87,6233,807,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Office Visit,,Employee,90722.11,98,87,467,368,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Outpatient,,Employee,1535008.16,98,87,1179,359,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Pharmacy,,Employee,1252784.93,98,87,6496,780,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Professional,,Employee,1363905.96,98,87,5412,783,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,36-50,Total,,Employee,5091905.17,98,87,,,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,ER,,Employee,459855,98,87,263,167,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Inpatient,,Employee,2219702.73,98,87,77,56,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Medical,,Employee,7959603.73,98,87,11830,1181,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Office Visit,,Employee,127929.47,98,87,732,558,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Outpatient,,Employee,3345571.38,98,87,2693,651,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Pharmacy,,Employee,2964140.01,98,87,13521,1139,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Professional,,Employee,2394329.62,98,87,9854,1161,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,51-65,Total,,Employee,10923743.74,98,87,,,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,<18,ER,,Employee,19790.45,98,87,12,10,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,<18,Office Visit,,Employee,5280.23,98,87,37,24,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,ER,,Employee,38472.74,98,87,30,18,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Inpatient,,Employee,248744.39,98,87,9,5,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Medical,,Employee,977596.67,98,87,1162,81,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Office Visit,,Employee,10783.87,98,87,45,34,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Outpatient,,Employee,546792.72,98,87,455,55,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Pharmacy,,Employee,236744.35,98,87,1268,77,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Professional,,Employee,182059.56,98,87,827,81,4,,,1.469664123,,
Total,run3,Engaged,2018,HA Case Calls,>65,Total,,Employee,1214341.02,98,87,,,4,,,1.469664123,,
Total,run3,Non-Engaged,2017,Total,18-35,ER,,Member,1553821.14,5481,1472,1020,645,,283.4922715,2409.025023,1.269907179,223.2385769,1897.008745
Total,run3,Non-Engaged,2017,Total,18-35,Inpatient,,Member,5169468.84,5481,1472,185,161,,943.1616201,32108.50211,1.269907179,742.7012271,25284.13308
Total,run3,Non-Engaged,2017,Total,18-35,Maternity,,Member,370163.32,5481,1472,517,155,,67.53572706,2388.150452,1.269907179,53.18162475,1880.570873
Total,run3,Non-Engaged,2017,Total,18-35,Medical,,Member,16956821.92,5481,1472,27432,4117,,3093.746017,4118.732553,1.269907179,2436.198541,3243.333545
Total,run3,Non-Engaged,2017,Total,18-35,Office Visit,,Member,393963.72,5481,1472,2287,1882,,71.87807334,209.3324761,1.269907179,56.60104497,164.8407691
Total,run3,Non-Engaged,2017,Total,18-35,Outpatient,,Member,5817073.69,5481,1472,5040,1783,,1061.316127,3262.520297,1.269907179,835.7430718,2569.101389
Total,run3,Non-Engaged,2017,Total,18-35,Pharmacy,,Member,5115256.34,5481,1472,28242,3632,,933.2706331,1408.385556,1.269907179,734.9124791,1109.046062
Total,run3,Non-Engaged,2017,Total,18-35,Professional,,Member,5970279.39,5481,1472,24146,4020,,1089.26827,1485.144127,1.269907179,857.7542425,1169.490299
Total,run3,Non-Engaged,2017,Total,18-35,Total,,Member,22072078.26,5481,1472,,,,4027.01665,,1.269907179,3171.111021,
Total,run3,Non-Engaged,2017,Total,36-50,ER,,Member,1632790.71,6327,3582,942,651,,258.0671266,2508.127051,1.269907179,203.2173145,1975.047541
Total,run3,Non-Engaged,2017,Total,36-50,Inpatient,,Member,3508087.32,6327,3582,173,146,,554.4629872,24027.99534,1.269907179,436.6169405,18921.06426
Total,run3,Non-Engaged,2017,Total,36-50,Maternity,,Member,143502.94,6327,3582,239,57,,22.68103999,2517.595439,1.269907179,17.86039197,1982.503509
Total,run3,Non-Engaged,2017,Total,36-50,Medical,,Member,22714912.99,6327,3582,44886,5166,,3590.155364,4397.002127,1.269907179,2827.100613,3462.459462
Total,run3,Non-Engaged,2017,Total,36-50,Office Visit,,Member,617372.64,6327,3582,3452,2602,,97.57746799,237.2685012,1.269907179,76.83826787,186.8392471
Total,run3,Non-Engaged,2017,Total,36-50,Outpatient,,Member,9945161.15,6327,3582,8616,2648,,1571.860463,3755.72551,1.269907179,1237.77587,2957.480336
Total,run3,Non-Engaged,2017,Total,36-50,Pharmacy,,Member,7159749.96,6327,3582,44470,4671,,1131.618454,1532.808812,1.269907179,891.1032814,1207.024291
Total,run3,Non-Engaged,2017,Total,36-50,Professional,,Member,9261664.52,6327,3582,38837,5040,,1463.831914,1837.631849,1.269907179,1152.707803,1447.059974
Total,run3,Non-Engaged,2017,Total,36-50,Total,,Member,29874662.95,6327,3582,,,,4721.773819,,1.269907179,3718.203895,
Total,run3,Non-Engaged,2017,Total,51-65,ER,,Member,1849802.75,6437,3701,1066,712,,287.37032,2598.03757,1.269907179,226.2923817,2045.8484
Total,run3,Non-Engaged,2017,Total,51-65,Inpatient,,Member,8940249.58,6437,3701,300,225,,1388.884508,39734.44258,1.269907179,1093.689784,31289.24951
Total,run3,Non-Engaged,2017,Total,51-65,Medical,,Member,37546716.18,6437,3701,64378,5677,,5832.952646,6613.830576,1.269907179,4593.211805,5208.121259
Total,run3,Non-Engaged,2017,Total,51-65,Office Visit,,Member,761219.98,6437,3701,4191,3142,,118.2569489,242.2724316,1.269907179,93.12251387,190.7796377
Total,run3,Non-Engaged,2017,Total,51-65,Outpatient,,Member,14178076.07,6437,3701,13425,3438,,2202.590659,4123.931376,1.269907179,1734.45012,3247.427406
Total,run3,Non-Engaged,2017,Total,51-65,Pharmacy,,Member,12385304.29,6437,3701,71656,5444,,1924.080207,2275.037526,1.269907179,1515.134522,1791.499067
Total,run3,Non-Engaged,2017,Total,51-65,Professional,,Member,14428390.53,6437,3701,54815,5568,,2241.477479,2591.305771,1.269907179,1765.071901,2040.547383
Total,run3,Non-Engaged,2017,Total,51-65,Total,,Member,49932020.47,6437,3701,,,,7757.032852,,1.269907179,6108.346327,
Total,run3,Non-Engaged,2017,Total,<18,ER,,Member,1492041.7,6606,,1028,764,,225.8615955,1952.934162,1.269907179,177.8567751,1537.855833
Total,run3,Non-Engaged,2017,Total,<18,Inpatient,,Member,1720792.42,6606,,76,58,,260.4893158,29668.83483,1.269907179,205.1246895,23362.99481
Total,run3,Non-Engaged,2017,Total,<18,Maternity,,Member,2287.68,6606,,6,3,,0.346303361,762.56,1.269907179,0.272699742,600.4848328
Total,run3,Non-Engaged,2017,Total,<18,Medical,,Member,11885561.6,6606,,32999,5886,,1799.207024,2019.29351,1.269907179,1416.801994,1590.111107
Total,run3,Non-Engaged,2017,Total,<18,Office Visit,,Member,728089.5,6606,,5018,4131,,110.2163942,176.2501816,1.269907179,86.79090568,138.7898143
Total,run3,Non-Engaged,2017,Total,<18,Outpatient,,Member,4203245.96,6606,,4977,1888,,636.2770148,2226.29553,1.269907179,501.0421434,1753.116737
Total,run3,Non-Engaged,2017,Total,<18,Pharmacy,,Member,4360793.59,6606,,18034,3947,,660.1261868,1104.837494,1.269907179,519.8223915,870.01437
Total,run3,Non-Engaged,2017,Total,<18,Professional,,Member,5961523.22,6606,,29826,5803,,902.4406933,1027.31746,1.269907179,710.6351616,808.9705113
Total,run3,Non-Engaged,2017,Total,<18,Total,,Member,16246355.19,6606,,,,,2459.333211,,1.269907179,1936.624386,
Total,run3,Non-Engaged,2017,Total,>65,ER,,Member,201530.24,402,198,111,61,,501.319005,3303.774426,1.269907179,394.7682266,2601.587329
Total,run3,Non-Engaged,2017,Total,>65,Inpatient,,Member,1113819.8,402,198,36,29,,2770.69602,38407.57931,1.269907179,2181.809872,30244.39892
Total,run3,Non-Engaged,2017,Total,>65,Medical,,Member,3639973.36,402,198,5412,385,,9054.6601,9454.47626,1.269907179,7130.174748,7445.013633
Total,run3,Non-Engaged,2017,Total,>65,Office Visit,,Member,52829.63,402,198,254,204,,131.4169901,258.9687745,1.269907179,103.4855084,203.9273254
Total,run3,Non-Engaged,2017,Total,>65,Outpatient,,Member,1312193.48,402,198,1248,264,,3264.162886,4970.429849,1.269907179,2570.39486,3914.010355
Total,run3,Non-Engaged,2017,Total,>65,Pharmacy,,Member,994591.45,402,198,6285,363,,2474.108085,2739.92135,1.269907179,1948.258995,2157.576077
Total,run3,Non-Engaged,2017,Total,>65,Professional,,Member,1213960.08,402,198,4551,373,,3019.801194,3254.584665,1.269907179,2377.970016,2562.852403
Total,run3,Non-Engaged,2017,Total,>65,Total,,Member,4634564.81,402,198,,,,11528.76818,,1.269907179,9078.433743,
Total,run3,Non-Engaged,2017,Total,18-35,ER,,Employee,293426.86,5481,1472,201,135,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Inpatient,,Employee,384327.42,5481,1472,33,30,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Maternity,,Employee,125116.65,5481,1472,126,37,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Medical,,Employee,2998762.27,5481,1472,6403,1012,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Office Visit,,Employee,90173.32,5481,1472,535,418,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Outpatient,,Employee,1314426.82,5481,1472,1257,457,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Pharmacy,,Employee,880446.19,5481,1472,5578,860,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Professional,,Employee,1300008.03,5481,1472,5565,984,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,18-35,Total,,Employee,3879208.46,5481,1472,,,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,ER,,Employee,781235.68,6327,3582,467,337,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Inpatient,,Employee,1916801.25,6327,3582,69,57,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Maternity,,Employee,30115.41,6327,3582,51,15,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Medical,,Employee,11832082.01,6327,3582,22229,2809,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Office Visit,,Employee,317703.67,6327,3582,1738,1328,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Outpatient,,Employee,5362410.7,6327,3582,4053,1337,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Pharmacy,,Employee,3788824.66,6327,3582,22357,2585,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Professional,,Employee,4552870.06,6327,3582,19326,2739,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,36-50,Total,,Employee,15620906.67,6327,3582,,,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,ER,,Employee,862233.93,6437,3701,543,373,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Inpatient,,Employee,4078522.62,6437,3701,144,119,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Medical,,Employee,17710995.44,6437,3701,32151,3219,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Office Visit,,Employee,413396.97,6437,3701,2243,1711,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Outpatient,,Employee,6401394.41,6437,3701,6473,1809,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Pharmacy,,Employee,6990534.39,6437,3701,38104,3111,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Professional,,Employee,7231078.41,6437,3701,27629,3154,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,51-65,Total,,Employee,24701529.83,6437,3701,,,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,ER,,Employee,55436,402,198,38,22,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Inpatient,,Employee,518443.88,402,198,16,12,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Medical,,Employee,1498458.17,402,198,2272,188,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Office Visit,,Employee,26859.9,402,198,131,102,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Outpatient,,Employee,486058.42,402,198,510,122,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Pharmacy,,Employee,556580.11,402,198,2709,177,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Professional,,Employee,493955.87,402,198,1921,181,,,,1.269907179,,
Total,run3,Non-Engaged,2017,Total,>65,Total,,Employee,2055038.28,402,198,,,,,,1.269907179,,
Total,run3,Non-Engaged,2018,Total,18-35,ER,,Member,1671254.69,7283,2035,1049,718,,229.4733887,2327.652772,0.944628816,242.9244004,2464.092491
Total,run3,Non-Engaged,2018,Total,18-35,Inpatient,,Member,2649858.46,7283,2035,198,172,,363.841612,15406.15384,0.944628816,385.1688683,16309.21435
Total,run3,Non-Engaged,2018,Total,18-35,Maternity,,Member,342976.1,7283,2035,488,169,,47.09269532,2029.444379,0.944628816,49.8531217,2148.404055
Total,run3,Non-Engaged,2018,Total,18-35,Medical,,Member,14030247.44,7283,2035,28190,5238,,1926.437929,2678.550485,0.944628816,2039.359691,2835.55873
Total,run3,Non-Engaged,2018,Total,18-35,Office Visit,,Member,456598.35,7283,2035,2453,2114,,62.69371825,215.9878666,0.944628816,66.36862776,228.6483992
Total,run3,Non-Engaged,2018,Total,18-35,Outpatient,,Member,5019608.2,7283,2035,5047,1971,,689.2226006,2546.73171,0.944628816,729.6226719,2696.013151
Total,run3,Non-Engaged,2018,Total,18-35,Pharmacy,,Member,5227391.59,7283,2035,31027,4641,,717.7525182,1126.350267,0.944628816,759.824924,1192.373394
Total,run3,Non-Engaged,2018,Total,18-35,Professional,,Member,6360780.78,7283,2035,24884,5057,,873.3737169,1257.817042,0.944628816,924.5681502,1331.546339
Total,run3,Non-Engaged,2018,Total,18-35,Total,,Member,19257639.03,7283,2035,,,,2644.190448,,0.944628816,2799.184615,
Total,run3,Non-Engaged,2018,Total,36-50,ER,,Member,1743887.54,7731,4430,914,667,,225.5707593,2614.524048,0.944628816,238.7930111,2767.779263
Total,run3,Non-Engaged,2018,Total,36-50,Inpatient,,Member,3275424.48,7731,4430,162,150,,423.6741017,21836.1632,0.944628816,448.5085513,23116.13073
Total,run3,Non-Engaged,2018,Total,36-50,Maternity,,Member,154391.89,7731,4430,210,81,,19.97049412,1906.072716,0.944628816,21.14110197,2017.800732
Total,run3,Non-Engaged,2018,Total,36-50,Medical,,Member,22931814.73,7731,4430,42224,6093,,2966.215849,3763.632813,0.944628816,3140.086137,3984.245187
Total,run3,Non-Engaged,2018,Total,36-50,Office Visit,,Member,584737.44,7731,4430,3256,2613,,75.63542103,223.7801148,0.944628816,80.06893265,236.8974046
Total,run3,Non-Engaged,2018,Total,36-50,Outpatient,,Member,10360900.71,7731,4430,8213,2835,,1340.176007,3654.638698,0.944628816,1418.732929,3868.862179
Total,run3,Non-Engaged,2018,Total,36-50,Pharmacy,,Member,8517591.04,7731,4430,45792,5561,,1101.745058,1531.665355,0.944628816,1166.325904,1621.446784
Total,run3,Non-Engaged,2018,Total,36-50,Professional,,Member,9295489.54,7731,4430,36380,5897,,1202.365741,1576.308214,0.944628816,1272.844656,1668.706468
Total,run3,Non-Engaged,2018,Total,36-50,Total,,Member,31449405.77,7731,4430,,,,4067.960907,,0.944628816,4306.412041,
Total,run3,Non-Engaged,2018,Total,51-65,ER,,Member,1935863.93,7514,4285,1051,689,,257.6342734,2809.671887,0.944628816,272.735988,2974.366058
Total,run3,Non-Engaged,2018,Total,51-65,Inpatient,,Member,5372077.91,7514,4285,219,184,,714.9424953,29196.0756,0.944628816,756.8501864,30907.45816
Total,run3,Non-Engaged,2018,Total,51-65,Medical,,Member,32682898.87,7514,4285,57117,6499,,4349.600595,5028.911967,0.944628816,4604.560566,5323.691044
Total,run3,Non-Engaged,2018,Total,51-65,Office Visit,,Member,701379.92,7514,4285,3815,2978,,93.34308225,235.5204567,0.944628816,98.81456153,249.3259286
Total,run3,Non-Engaged,2018,Total,51-65,Outpatient,,Member,14486661.76,7514,4285,12165,3451,,1927.95605,4197.815636,0.944628816,2040.966799,4443.878448
Total,run3,Non-Engaged,2018,Total,51-65,Pharmacy,,Member,13912518.47,7514,4285,70190,6289,,1851.546243,2212.198835,0.944628816,1960.078088,2341.871005
Total,run3,Non-Engaged,2018,Total,51-65,Professional,,Member,12824159.2,7514,4285,48245,6348,,1706.70205,2020.18891,0.944628816,1806.743581,2138.60606
Total,run3,Non-Engaged,2018,Total,51-65,Total,,Member,46595417.34,7514,4285,,,,6201.146838,,0.944628816,6564.638654,
Total,run3,Non-Engaged,2018,Total,<18,ER,,Member,1254418.57,7974,,980,742,,157.3135904,1690.591065,0.944628816,166.5348206,1789.688221
Total,run3,Non-Engaged,2018,Total,<18,Inpatient,,Member,1208960.29,7974,,60,51,,151.6127778,23705.10373,0.944628816,160.4998442,25094.6227
Total,run3,Non-Engaged,2018,Total,<18,Maternity,,Member,65.55,7974,,1,1,,0.008220467,65.55,0.944628816,0.008702325,69.39233581
Total,run3,Non-Engaged,2018,Total,<18,Medical,,Member,10525066.22,7974,,30960,6801,,1319.923027,1547.576271,0.944628816,1397.292783,1638.290348
Total,run3,Non-Engaged,2018,Total,<18,Office Visit,,Member,797109.31,7974,,5294,4359,,99.96354527,182.8651778,0.944628816,105.8230954,193.5841621
Total,run3,Non-Engaged,2018,Total,<18,Outpatient,,Member,3664495.9,7974,,4439,1894,,459.555543,1934.791922,0.944628816,486.4932504,2048.203368
Total,run3,Non-Engaged,2018,Total,<18,Pharmacy,,Member,4445286.43,7974,,17720,4449,,557.4725897,999.1653023,0.944628816,590.1498878,1057.733245
Total,run3,Non-Engaged,2018,Total,<18,Professional,,Member,5651610.03,7974,,28064,6660,,708.7547066,848.5900946,0.944628816,750.2996888,898.3317896
Total,run3,Non-Engaged,2018,Total,<18,Total,,Member,14970352.65,7974,,,,,1877.395617,,0.944628816,1987.442671,
Total,run3,Non-Engaged,2018,Total,>65,ER,,Member,219219.21,584,289,136,87,,375.3753596,2519.761035,0.944628816,397.3786881,2667.461539
Total,run3,Non-Engaged,2018,Total,>65,Inpatient,,Member,696569.91,584,289,33,25,,1192.756695,27862.7964,0.944628816,1262.672359,29496.02631
